id,reviewNumber,overallRating,date,summary,pros,cons,adviceToManagement,employeeType,position,reviewLink,workLife,culture,careerOpps,compBenefits,management
4580,empReview_6560846,1, 10 May 2015,worst Desi consulting I have ever seen,If you can flatter your boss by going down to any level.. You can grow even if u don't have any other skill.,No professionalism... Polish shoes of ur boss and get succeed,Behave like mnc management... You are no more only a tractor manufacturer.,Former Employee - Tech Lead,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW6560846.htm,3,1,1,1,1
4581,empReview_6545815,1, 8 May 2015,Autocratic style of functioning,Main campus at Pune Hinjewadi is good to work at. Also the training opportunities are good. And that's the only possible positives I can think about.,"Higher management's average functioning style can be best described as autocratic, though there are some exceptions. There is lot of hidden regional favoritism at play and if you are not from the regional community, then all the best for your stint here! HR is just a dummy and a stooge of the higher management and will not do anything even if you complain to them. Also performance management is a big farce here.","Please be aware of employee sentiments better. When a large number of people complain about their management layer, you ought to seriously investigate those management people and independently review the major decisions taken by them. Alas this is not happening as of now. Also empower HR so that they have the guts to investigate higher management based on employees complaints.",Current Employee - Senior Project Manager,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW6545815.htm,3,3,3,2,1
4582,empReview_6364797,3, 16 Apr 2015,associate software engg,"employee friendly company in tems of timing, good training for freshers",all people won't get projects for most of people,cabs for women employess,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW6364797.htm,Null,Null,Null,Null,Null
4583,empReview_6533213,1, 6 May 2015,Data Mining & Data Analtyics,No best reason I can think,Not a good company to work with for long term.,Give importance to techies,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW6533213.htm,Null,Null,Null,Null,Null
4584,empReview_6245050,4, 1 Apr 2015,Good experience while working with Techm,Good work/life balance.Good opportunities to learn and grow.,The package is quite less compared to other companies in the same field.,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW6245050.htm,4,4,4,3,3
4585,empReview_6347665,3, 15 Apr 2015,Senior System Engineer,"If you wish to work in cutting edge technologies like Storage, Virtualization, Cloud, clustering etc, it is great place to work.",Work life balance is not always possible.,"Keep up the good work. Need to preserve the culture in fast growth. Also, there is need to provide training & development for employee's growth.",Former Employee - Senior Systems Engineer,I worked at Tech Mahindra (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW6347665.htm,3,4,3,3,3
4586,empReview_8911434,2, 14 Dec 2015,Low Team Lead Quality,"Can bargain for higher rate of salary payment in Jakarta. But it depends on your skills and experience also. They are also strict to employment legals, so don't ever try to cheat your CV.",There is a very limited amount of clever team lead that truly leads. Better you 'examine' your interviewer that will be your future team lead when interviewed. Check their way of speaking and attitude because I found some rude expat leaders and expat co-workers here.,Don't promote someone just because he tells so much stories well. Promote someone who can influence his or her team in a good way. Someone who can encourage and teach other team members well without any pressure. Someone who really masters the technical he or she is handling.,Former Employee - Billing Engineer,I worked at Tech Mahindra (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW8911434.htm,2,1,3,2,1
4587,empReview_8811219,3, 3 Dec 2015,Developer,Good company to start your career,Culture is not so good. Bu this is dependent on teams.,Null,Former Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW8811219.htm,3,4,2,1,2
4588,empReview_8687150,4, 18 Nov 2015,Overall facilities,It good place to work,it will provide employee friendly,Null,Current Employee - SAP BI Consultant,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW8687150.htm,4,4,4,4,4
4589,empReview_8770932,3, 29 Nov 2015,Project Manager,"Good learning curve , Oppourtunities on onshore","Projects not so stable / long term , limited visibility",need to be employee centric environment,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW8770932.htm,4,2,3,3,2
4590,empReview_8751555,3, 25 Nov 2015,good for onsite opportunity if you get that is..,job is secure as it is a Indian based consulting company with many projects.Onsite opportunities.,"No careerwise growth at all. Compensation is very low. There are no such things as benefits. Visa extension is filed at the last moment. Higher management work is unsatisfactory. Don't allow you to take leave and if you do, they expect you to work from home even after taking the leave.",Null,Current Employee - Senior Software QA Engineer,I have been working at Tech Mahindra (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW8751555.htm,2,1,1,1,1
4591,empReview_8930198,1, 15 Dec 2015,PM,"Good Organisation to work with, medical benefits, move from one project to another project or to another region of choice is easy with in organisation. Quite a lot training and role specific training available",billable is mandatory or need to relocate to offshore,NA,Current Employee - Senior Systems Analyst (PM),Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW8930198.htm,1,1,1,1,1
4592,empReview_8602214,4, 10 Nov 2015,Tech M IT review,"good flexible company, lot of options in terms of career","poor on commissions, management needs to be more accomodating",Null,Former Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW8602214.htm,4,3,4,3,4
4593,empReview_8735899,3, 24 Nov 2015,Data Architect,"Excellent technical talent. You can learn and grow within this environment, Company works to maintain team spirit. Friendly and dedicated. Flexible work schedule (give and take, due to early/late meetings for offshore communication).","Most of the work is done off-shore.. Risky for mid-to-upper level position, as Sales will overcommit and management will be expected to deliver within a withering timeline, with no room for slide. Expect long-hours to compensate.",Partner with your technical team before making promises and timetables that are unrealistic.,Former Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW8735899.htm,2,4,3,3,2
4594,empReview_8919114,1, 14 Dec 2015,not a good company,everything have to fight to get,"not a good company, do not want to stay, people leave soon",Null,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW8919114.htm,Null,Null,Null,Null,Null
4595,empReview_8704572,3, 20 Nov 2015,The largest startup... should improve.,"The brand is quite strong as a IT Service company.They claim being the largest startup and therefore agile and flexible.There is an interesting family and industrial story to tell customers, however this is not the reality (outside of India).","The internal processes are made for India and not fully applicable in the RoW.TechM does not pay well the commissions.Acting as a startup results in disorganization when there are over 100 000 employees.Because of this lack of structure, people tend to reinvent the wheel every single day which results in waste of time and frustration.A high turnover results in having mostly junior people.Difficult to trust people in the organisation when you are not from India.",Be less India centric. Be open to other cultures. TechM cannot win in trying to act Indian everywhere around the World.,Former Employee - Regional Sales Manager,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW8704572.htm,2,2,4,4,2
4596,empReview_3187709,3, 16 Oct 2013,Neutral,System is improving it will take time,There is no proper streamline as CMMI level 5 company but new policies are coming it will take,Null,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3187709.htm,3,2,2,1,4
4597,empReview_3174157,3, 12 Oct 2013,Team Lead,Working environment is good since I am working 3+ years in techM,No motivation nothing to say more,Null,Current Employee - Senior Consultant,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3174157.htm,Null,Null,Null,Null,Null
4598,empReview_3146950,2, 7 Oct 2013,Not good for growth,Good for learning as a beginner,almost zero growth even in long term,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3146950.htm,2,2,3,1,1
4599,empReview_3122557,2, 1 Oct 2013,My Review after working for 5+ years with Tech Mahindra,"Its good for freshers to star tup their carrier. Also freshers should work in this company max for 2 years. If any fresher spend more than 2 years, he / she will spoil his / her career..","Do not choose this company ever if u want to settle in life. Appraisal process is very very poor and meaningless... If u change ur project or has to change ur project due to some reason not in ur hand, then u may be in danger.. u may get poor rating in annual or midterm appraisal. and this will result in ur job's termination as u are lower performer as per HR whatever may be reason it is never considered..","No advice from me as people in management / higher management & HR are just concentrating on money money and money i.e. revenue to company.. They are not even lest bothered about employee satisfaction, their career aspects etc..",Former Employee - Tech Leader,I worked at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3122557.htm,1,2,2,2,1
4600,empReview_3192494,1, 16 Oct 2013,Poor compensation and benefit,Good place to learn many things,"poor salary hike, to many politics,","Please to appreciate the hard work, no salary hike even we get a good rating in appraisal",Current Employee - Network Lead,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3192494.htm,3,1,1,1,1
4601,empReview_3162609,1, 10 Oct 2013,Not Great,I have not found any,No proper assessmentNot Employee Friendly,Appraisal systems needs to be revamped,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3162609.htm,2,1,3,2,2
4602,empReview_3024482,4, 7 Sep 2013,Combined Tech Mahindra with Mahindra Satyam is a emerging powerhouse,No.5 in India Pure Play,Balance Sheet impact of Pending liability from Mahindra Satyam,Embrace High Growth Models,Former Employee - Director,I worked at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3024482.htm,4,3,4,3,3
4603,empReview_3140537,1, 5 Oct 2013,"Weak leadership, terrible HR practices and a complete lack of any strategy!!",Some degree of autonomy and capabilities from the Satyam organization,"Treats employees very poorly, can be a abusive work environment with no respect to family life, poor environment for women, CEO and leadership is an embarrassment with very poor strategic skills and abilities, wants to win based on price leadership and cannot differentiate based on value to clients.",Replace yourself!,Current Employee - Senior Executive,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3140537.htm,1,1,3,1,1
